time_step,agent_id,position,orientation,eating_event,displacement
50,0,[29.71560889 42.4174233 ],-1.8552227410110618,False,0.5677784257060958
51,0,[29.62703443 41.88520912],-1.7357111538322678,False,0.539534399095956
52,0,[29.52901053 41.27297738],-1.7295580071147385,False,0.6200293501233585
53,0,[29.41982667 40.85625708],-1.8270439007675132,False,0.4307864034602549
54,0,[29.4136814  40.83315699],-1.8308022791026737,False,0.023903518722261964
55,0,[29.37700773 40.46933088],-1.6712569891926905,False,0.36566978857797205
56,0,[29.44606825 40.1151945 ],-1.3782023708111046,False,0.3608073336612072
57,0,[29.51686482 40.0482661 ],-0.7573193794351066,False,0.09742466687731861
58,0,[29.56273266 39.85784196],-1.3344270097446156,False,0.19587039128051886
59,0,[29.57446881 39.85162539],-0.48711988994515476,False,0.01328092835504727
60,0,[29.84144516 39.829722  ],-0.08185911289741699,False,0.26787334200718443
61,0,[30.09405293 39.67725259],-0.5430488820169527,False,0.29505526039349184
62,0,[30.55859839 39.3532164 ],-0.609068917193473,False,0.5663937962309155
63,0,[30.81771373 39.02871859],-0.8969634759759536,False,0.41525846431243835
64,0,[31.18270917 38.65751237],-0.7938342010691165,False,0.5205917142327923
65,0,[31.19048278 38.54566658],-1.5014049752411642,False,0.11211560553221547
66,0,[31.23215814 38.1340639 ],-1.46988880636237,False,0.413707142296891
67,0,[31.31669457 37.55966862],-1.4246706836400298,False,0.5805827634591956
68,0,[31.47877502 37.29254378],-1.0254216690350617,False,0.31245120631691264
69,0,[31.47512245 37.11931575],-1.5918785092965444,False,0.17326653325422098
70,0,[31.4382344  37.00114756],-1.8733765680993928,False,0.12379195599734263
71,0,[31.39233354 36.97743898],-2.66481896188518,True,0.05166223167345266
72,0,[31.30876864 36.88760631],-2.3200633598519538,False,0.12269066912711703
73,0,[31.25209972 36.64398483],-1.7993426727685782,False,0.2501255546433295
74,0,[31.2841559  36.55580711],-1.2221098726846649,False,0.09382382106587807
75,0,[31.2892522  36.55327184],-0.4616245225140091,False,0.005692089898890814
76,0,[31.50664315 36.5713136 ],0.08280247231787763,False,0.21813832341612652
77,0,[31.59618859 36.64453089],0.6854139203318826,False,0.1156683120785282
78,0,[31.61867911 36.72158418],1.286803254484128,False,0.08026850559800996
79,0,[31.62011514 36.75697993],1.5302477139422335,False,0.03542486869458
80,0,[31.61836561 36.79050846],1.6229295331366254,False,0.033574148888974316
81,0,[31.56562899 36.84159325],2.3721033679311847,False,0.07342211109519495
82,0,[31.34906    36.90801791],2.843988041979757,False,0.2265267367940606
83,0,[31.30717775 36.95567718],2.2917659618237805,False,0.06344705642485848
84,0,[30.97524657 37.19853243],2.509943661766309,False,0.41128698353198306
85,0,[30.63578577 37.50236125],2.411528225109317,False,0.4555717150745128
86,0,[30.22374634 37.892917  ],2.382955852608571,False,0.5677237722946235
87,0,[30.00682108 38.25857586],2.106234060119631,False,0.4251622934855946
88,0,[29.83782266 38.69042649],1.9438109351910557,False,0.463740693407716
89,0,[29.64516494 39.03716366],2.0779520269084655,False,0.39666567743865966
90,0,[29.36447224 39.29917675],2.390600317352751,False,0.38397819967521174
91,0,[29.07626686 39.65785068],2.247686198862507,False,0.46011881745616495
92,0,[28.93965623 40.02430941],1.927624413283543,False,0.39109392436638574
93,0,[28.85408122 40.50940343],1.7454089159281454,False,0.492584301501376
94,0,[28.89606856 40.74411874],1.3937824293124206,False,0.2384412145726712
95,0,[28.89176619 41.23313351],1.5795941223307892,False,0.48903369538403435
96,0,[28.77454309 41.6507187 ],1.8444694339516856,False,0.4337264667449089
97,0,[28.75489786 41.88368291],1.6549245108942088,False,0.2337910594076567
98,0,[28.83237045 42.31434829],1.3928094945252367,False,0.43757818508896074
99,0,[28.92680385 42.76532985],1.3643834221694244,False,0.4607624505600624
100,0,[28.86645425 42.88235822],2.046911827692006,False,0.13167274372597718
101,0,[28.62685237 43.17548937],2.2560501347608346,False,0.37859600419346146
102,0,[28.56837083 43.43902497],1.7891690150670483,False,0.2699464790408999
103,0,[28.48278601 43.64536102],1.96398190840114,False,0.22338157770056333
104,0,[28.4758196  43.64761946],2.8280943661065,False,0.007323348357878119
105,0,[27.96568377 43.79563902],2.859190263364166,False,0.5311763883601204
106,0,[27.88931102 43.89261147],2.2379129308563153,False,0.12343602529067327
107,0,[27.53551071 44.16338364],2.4883555728683326,False,0.44552466371752425
108,0,[27.51575696 44.18413947],2.3314624075546204,False,0.028653362778347815
109,0,[27.13799504 44.42911482],2.566278706968506,False,0.45024103324738346
110,0,[26.90542514 44.43959143],3.096575943153889,False,0.2328057599319363
111,0,[26.55199597 44.32939861],3.4438231836941156,False,0.37020890484714286
112,0,[26.54337354 44.31099865],4.274166087771659,False,0.02032005954134852
113,0,[26.5303971  44.05294551],4.662145376752818,False,0.2583791954992607
114,0,[26.5726227  44.00636668],5.448805928182992,False,0.06286962381064291
115,0,[26.58263652 43.98775652],5.206037123915756,False,0.021133259427980056
116,0,[26.63749872 43.61675137],4.859199544005406,False,0.3750395756998577
117,0,[26.61053319 43.58058054],4.071770841236527,False,0.045116166073145045
118,0,[26.32788824 43.2323332 ],4.0306019704874245,False,0.44851351430251213
119,0,[26.14050594 43.17683786],3.429523778718355,False,0.19542737923090453
120,0,[26.06771184 43.21316647],2.6786975126815404,False,0.0813556915001008
121,0,[26.03251412 43.30366321],1.9417312867312493,False,0.09710067023405915
122,0,[26.03453309 43.32388712],1.4712947896945479,False,0.020324438021662162
123,0,[25.99986083 43.82475414],1.6399105528562417,False,0.502065675748953
124,0,[25.94723023 44.43476984],1.6568606514841526,False,0.6122819100635172
125,0,[25.89317913 45.04117337],1.659695271989075,False,0.6088076524637992
126,0,[25.97354334 45.23806923],1.1832788446579212,False,0.21266495651950587
127,0,[26.20946619 45.70554486],1.1034164084293845,False,0.5236344714524749
128,0,[26.18358294 45.88630051],1.7130241761788363,False,0.18259941987571227
129,0,[26.15780074 45.90385156],2.543908288482087,False,0.0311891224128345
130,0,[25.69421609 46.14218461],2.666721645875552,False,0.5212613286738875
131,0,[25.29538634 46.21995827],2.9490048853640527,False,0.40634210455848796
132,0,[25.21970313 46.17515645],3.676083111303698,False,0.08794971127409737
133,0,[25.19194961 46.08409972],4.41654013237955,False,0.09519236851659313
134,0,[25.23149784 45.99758286],5.141144762006306,False,0.09512743339838436
135,0,[25.22999633 45.93222712],4.6894185299176865,False,0.06537299244334571
136,0,[25.2284085  45.92637908],4.4472650915315235,False,0.006059760093567211
137,0,[25.17734954 45.42600416],4.610699546074212,False,0.5029732389903584
138,0,[25.14506496 45.34832612],4.318489673738343,False,0.08411998470242439
139,0,[25.05575054 44.88021029],4.523859310284893,False,0.4765600683378986
140,0,[24.87252152 44.62588969],4.088059947455285,False,0.31345149623156043
141,0,[24.81650559 44.58953976],3.717209092680756,False,0.06677650717376753
142,0,[24.5063508 44.4008687],3.6881019476929,False,0.3630327283607235
143,0,[24.40012401 44.29143115],3.9418775300352835,False,0.15251461721561937
144,0,[24.2773526  44.20907072],3.7324814779604543,False,0.14783795506469474
145,0,[24.13609776 44.2210839 ],3.056750637328695,False,0.14176475553956555
146,0,[24.07323459 44.2879715 ],2.325187817407499,False,0.09179176871432289
147,0,[24.06814834 44.28822413],3.0919635668217245,False,0.0050925226574356245
148,0,[23.69257426 44.20240581],3.3662350251240425,False,0.385254036690205
149,0,[23.18785401 44.0193595 ],3.4895088694794625,False,0.5368877762893188
150,0,[23.13862411 43.95780971],4.037746512408258,False,0.07881598513156324
151,0,[22.74998237 43.54492784],3.9572241635365693,False,0.5670219111046804
152,0,[22.73112132 43.51312469],4.177090957448873,False,0.03697538256256684
153,0,[22.7268751  43.50388286],4.281698385421365,False,0.010170640680217625
154,0,[22.61374828 43.03504511],4.475622697169433,False,0.48229297798054177
155,0,[22.68129109 42.81720785],5.013050190537377,False,0.22806819425538574
156,0,[22.68341373 42.8076037 ],4.929905080895136,False,0.009835915391195809
157,0,[22.79671684 42.71383012],5.591819596951591,False,0.14707508563960453
158,0,[22.7980832  42.68469445],4.759251066591051,False,0.029167684007735083
159,0,[22.82809022 42.63684049],5.272463936061622,False,0.056483828254891684
160,0,[23.13498468 42.37634391],5.579379676054656,False,0.402545252922712
161,0,[23.35172457 42.1193575 ],5.413033326779169,False,0.3361817852116639
162,0,[23.66601299 41.66286016],5.315340203156511,False,0.5542265125811916
163,0,[23.65853814 41.62122699],4.534741024927925,False,0.042298867548767966
164,0,[23.59535352 41.05577241],4.601109320997588,False,0.5689737973932021
165,0,[23.53128951 40.92712599],4.250354536957484,False,0.1437153429220305
166,0,[23.46230247 40.88722684],3.665946217550078,False,0.07969412321507417
167,0,[23.27060129 40.63445605],4.063533983575805,False,0.3172418892559015
168,0,[22.89173034 40.18871898],4.007902162020622,False,0.5849997737718525
169,0,[22.83594796 40.16011368],3.6154290370115,False,0.06268921384133054
170,0,[22.79456071 40.17440874],2.809023817065026,False,0.04378644513676055
171,0,[22.25153017 40.38989137],2.763835024741825,False,0.5842216525614996
172,0,[21.8521059 40.6528089],2.5594457336582153,False,0.4781896890941143
173,0,[21.81739755 40.76594494],1.868465425203654,False,0.11834032105698837
174,0,[21.87070552 40.93297187],1.2618574497721458,False,0.17532750174629352
175,0,[22.0389468  41.18834283],0.9882517802173824,False,0.3058095163823554
176,0,[22.29318662 41.53028987],0.9314640686995975,False,0.42610522760304037
177,0,[22.48151265 41.94767543],1.1469416230618619,False,0.45790544730429344
178,0,[22.45702524 42.13041736],1.7040027760141938,False,0.18437528089476793
179,0,[22.37233078 42.2139783 ],2.3629312757416794,False,0.11897723799650482
180,0,[22.13696386 42.38308812],2.5185618605732696,False,0.28982014266796136
181,0,[22.12419847 42.45502601],1.7464183181652233,False,0.07306171867949428
182,0,[22.05632799 43.02994464],1.688304790280532,False,0.578910903077303
183,0,[21.89160013 43.30234896],2.1146779074047863,False,0.31833847677593713
184,0,[21.74505648 43.36215647],2.754105234536456,False,0.15827816464856267
185,0,[21.34460546 43.60326361],2.5996385720756114,False,0.4674330646252364
186,0,[21.21037985 43.82993778],2.105425433241892,False,0.26343442033629555
187,0,[21.19671618 43.83785859],2.616234442847147,False,0.015793518256821806
188,0,[21.15003685 43.82619193],3.3865073533323824,False,0.04811517452433093
189,0,[20.86015686 43.61925481],3.7615679227040233,False,0.3561648274529426
190,0,[20.80538589 43.45530057],4.389982284021466,False,0.17286078318574388
191,0,[20.84854655 43.17588937],4.8656477051352045,False,0.28272507045774325
192,0,[20.83973223 43.12119354],4.5526112529630645,False,0.05540149812968252
193,0,[20.90788265 42.99388558],5.203891255024201,False,0.14440150828803397
194,0,[21.1662867  42.64677436],5.35232324380752,True,0.4327341538027537
195,0,[21.16996704 42.53465206],4.745201563684276,False,0.11218268989393076
196,0,[21.23990701 41.98155574],4.838173081015369,False,0.5575007963482509
197,0,[21.2062341  41.90659909],4.290174138379531,False,0.08217276857192489
198,0,[21.12499451 41.86554746],3.609483573370665,False,0.09102256987787369
199,0,[21.04324162 41.70889558],4.231393980538602,False,0.17670129188014255
200,0,[20.7603263  41.30174057],4.105121687949173,False,0.4957986298461967
201,0,[20.74341166 41.22150698],4.504614084540047,False,0.08199716445657365
202,0,[20.71452219 41.08315993],4.506528316052799,False,0.14133119619930928
203,0,[20.76591219 40.99049359],5.218734243030187,False,0.10596217514462711
204,0,[20.76883592 40.98684378],5.387778319877472,False,0.004676465322911984
205,0,[20.78692421 40.92991804],5.020051775555941,False,0.05973044558405831
206,0,[20.79405781 40.92617385],5.799843587059849,False,0.008056495387135282
207,0,[21.13325233 40.64247309],5.586642591689182,False,0.44219797073464784
208,0,[21.14782216 40.5653641 ],4.899138457849848,False,0.07847341335340134
209,0,[21.31356617 40.06150191],5.030186741751938,False,0.5304226495655299
210,0,[21.2923373  39.80049782],4.631232235990933,False,0.2618659899717489
211,0,[21.28201834 39.78014907],4.24307311246273,False,0.02281562561206997
212,0,[21.07609467 39.45954856],4.141441503266216,False,0.3810370600998881
213,0,[20.84930936 38.98695865],4.26496848665811,False,0.524187755644081
214,0,[20.77345548 38.94900536],3.6055181547935757,False,0.08481900216920082
215,0,[20.64646345 38.97247532],2.9588403635365923,False,0.12914261577741495
216,0,[20.39936572 39.1523003 ],2.5124853068359174,False,0.3056048263701649
217,0,[19.9388337  39.52140042],2.4659592848941214,False,0.5901903493627542
218,0,[19.81387298 39.6698371 ],2.2705370708423334,False,0.19403254299623215
219,0,[19.46765509 40.11987975],2.2265355524162485,False,0.567807372490373
220,0,[19.29555909 40.51158914],1.9847552437593823,False,0.4278472681677582
221,0,[19.07248946 41.00213741],1.997581173955793,False,0.5388855749528294
222,0,[19.10578164 41.15604544],1.3577662970730677,False,0.15746762003583917
223,0,[19.25491068 41.72410697],1.3140667795634622,False,0.5873102844523737
224,0,[19.21391742 41.80219456],2.054216009910253,False,0.08819364382961463
225,0,[19.14757901 41.828654  ],2.762073227674777,False,0.07142049141256473
226,0,[19.11828244 41.8682199 ],2.208157355074422,False,0.04923158655202938
227,0,[18.85014214 42.16584933],2.3041194829976783,False,0.400602667518573
228,0,[18.84206356 42.16727095],2.967401335036037,False,0.008202705350753743
229,0,[18.26146941 42.25399201],2.9933227578729777,False,0.5870350172708967
230,0,[17.93850783 42.20643586],3.2877922289131423,False,0.32644413351739787
231,0,[17.93162866 42.19817381],4.01807020707385,False,0.010751015240603394
232,0,[17.90023116 42.1087804 ],4.374620293858007,False,0.09474694847484105
233,0,[17.88786257 41.708685  ],4.681484708884294,False,0.4002865362874366
234,0,[17.90144629 41.67657684],5.112616499538404,False,0.03486332783912566
235,0,[17.90784373 41.67210133],5.672741893441765,False,0.007807525436645349
236,0,[17.94059982 41.5643503 ],5.007509553801879,False,0.1126199140623587
237,0,[17.97339174 41.54622438],5.778229019410498,False,0.037468106000847226
238,0,[18.43222706 41.25703619],5.720808323817466,False,0.5423648720345735
239,0,[18.43309884 41.25169313],4.874125422757324,False,0.005413713944566073
240,0,[18.52455066 40.68301077],4.871837373114117,False,0.5759887660394141
241,0,[18.67128196 40.16447126],4.988149948104115,False,0.5389000803267825
242,0,[18.89211262 39.74074678],5.1928253975909255,False,0.4778165099316535
243,0,[19.18779444 39.22172319],5.230222453341133,False,0.5973384533424986
244,0,[19.24183028 38.86524984],4.862828191506583,False,0.36054558955074345
245,0,[19.29243794 38.72904289],5.068131371770013,False,0.14530474508591243
246,0,[19.27524078 38.46839849],4.646505091370724,False,0.26121111063946456
247,0,[19.3378318  38.28337508],5.038591188750378,False,0.19532357172469353
248,0,[19.33175826 38.26067596],4.450946047244629,False,0.023497615136917914
249,0,[19.33015771 38.06179716],4.7043412840066585,False,0.19888524601108837
250,0,[19.33258606 38.03290246],4.796233506570802,False,0.02899656214465854
251,0,[19.39070057 37.93087118],5.230136997981899,False,0.11742094610078445
252,0,[19.4022841  37.92602593],5.887013802076031,False,0.012556054498977422
253,0,[19.56735768 37.95968221],6.484315120657791,False,0.16846967296534435
254,0,[19.65472269 38.05601626],7.117369326728479,False,0.1300495891450159
255,0,[19.95934577 38.2061006 ],6.740966759055549,False,0.3395887623924695
256,0,[20.2511586  38.37030273],6.795724219795651,False,0.3348388654060984
257,0,[20.52929081 38.6618724 ],7.092165921554997,False,0.40295210870287296
258,0,[20.58346405 38.66450668],6.331773988183955,False,0.05423724773774938
259,0,[20.97666093 38.58195419],6.076239030863989,False,0.40176946602481645
260,0,[21.45557717 38.40564381],5.930438453663957,False,0.5103392109304055
261,0,[21.77478807 38.23261538],5.786465831692983,False,0.36309012628837994
262,0,[21.92949678 38.13967766],5.742231295115867,False,0.18047770992468393
263,0,[21.93255002 38.13664719],5.501529364456918,False,0.0043018594619506
264,0,[22.11905949 38.05274224],5.860439815937042,False,0.20451363298094297
265,0,[22.35726635 38.08057848],6.399515115741435,False,0.23982777382630008
266,0,[22.75529768 38.16815285],6.499753547434569,False,0.4075514806902603
267,0,[22.87853033 38.22541646],6.718178918199173,False,0.13588747854921668
268,0,[23.27359675 38.27237389],6.401489849130388,False,0.39784731070537155
269,0,[23.29157478 38.26292382],5.799232138013775,False,0.020310420681323594
270,0,[23.41281895 38.20483442],5.8363882095244595,False,0.13444154197695626
271,0,[23.4822378  38.19822856],6.188311530250378,False,0.06973245003009647
272,0,[23.63617049 38.26843   ],6.711061384447786,False,0.1691848562567007
273,0,[23.80461017 38.47727918],7.175281679288947,False,0.26830934631428216
274,0,[23.92680732 38.66176198],7.268954711296515,False,0.22128272805515445
275,0,[24.23386201 38.94245228],7.023756668210756,False,0.416016386485294
276,0,[24.382397   39.13651387],7.200696356001157,False,0.2443819530774038
277,0,[24.51714799 39.33599224],7.259877030973754,False,0.24072692287154415
278,0,[24.5406616  39.34362564],6.597089318381032,False,0.024721625205434423
279,0,[24.93081344 39.5780962 ],6.824319619918635,False,0.4551866693323307
280,0,[25.14157784 39.78830293],7.0672587532451265,False,0.29767179896843016
281,0,[25.22877353 39.97733356],7.421788536836622,False,0.20817221091889204
282,0,[25.29975296 40.03779173],6.988706246975735,False,0.09323770550110319
283,0,[25.58262202 40.39610908],7.185714655091996,False,0.45651531178955024
284,0,[25.70408628 40.75031956],7.523632071195066,False,0.3744577808651197
285,0,[25.73977362 40.80696852],7.291813910518696,False,0.06695289738622794
286,0,[25.91303481 41.0440387 ],7.222853876590679,False,0.2936353323022133
287,0,[26.06551348 41.44808918],7.493130137484531,False,0.4318640243803237
288,0,[26.12426938 41.5237911 ],7.19395461952097,False,0.09582816437945864
289,0,[26.1431723  41.68138334],7.734603707389031,False,0.15872188389235994
290,0,[26.04932278 41.95093029],8.189029736929395,False,0.28541774807700776
291,0,[26.02751409 41.96095223],8.994020045273233,False,0.0240012082639519
292,0,[25.8446467 42.1766622],8.55716601924929,False,0.28279192515912616
293,0,[25.82864429 42.33652257],7.953751720144758,False,0.16065931704713818
294,0,[25.83145149 42.72320106],7.8467219745909365,False,0.38668868057113687
295,0,[25.77765626 42.78244955],8.591176952498024,False,0.08002693289233115
296,0,[25.43979041 43.19103918],8.544915639248169,False,0.5301875358860325
297,0,[25.41256389 43.40584918],7.980056352553393,False,0.2165285658018032
298,0,[25.46014908 43.47102342],7.223323827034104,False,0.08069716062011686
299,0,[25.48944919 43.71878711],7.736270056025527,False,0.2494901704190572
300,0,[25.46202052 44.21937476],7.9087198444748665,False,0.5013385270503335
301,0,[25.33934639 44.62617579],8.146867208375633,False,0.4248953100002544
302,0,[25.22815139 44.712665  ],8.763711194463031,False,0.14087125829528455
303,0,[25.08991429 44.97985505],8.33143139789419,False,0.3008322105660229
304,0,[25.10097057 45.04232405],7.678807437171423,False,0.06343986440813094
305,0,[25.07881763 45.13207108],8.095981742203728,False,0.09244069907150441
306,0,[24.86687486 45.49213943],8.385990085141415,False,0.4178144940878265
307,0,[24.84458656 45.50066676],9.059367661486007,False,0.023863861216151416
308,0,[24.31674436 45.67855671],9.099718921500825,False,0.5570118657305357
309,0,[24.22731497 45.63945362],9.83697939253228,False,0.09760465290149581
310,0,[24.18365231 45.54728353],10.553172216428747,False,0.10198898439289543
311,0,[24.19734432 45.43373695],11.115579808673063,False,0.11436912173324018
312,0,[24.34183394 45.24579439],11.650997172368722,False,0.23706466800103662
313,0,[24.34496616 45.24512269],12.355121629413706,False,0.003203432177255856
314,0,[24.58868117 45.05778121],11.911014328343235,False,0.307398500179941
315,0,[24.83898011 44.90029807],12.004770947160583,False,0.29572030524809667
316,0,[25.01373302 44.63379617],11.575966071689967,False,0.31868768906748884
317,0,[25.07786971 44.42670491],11.295908559288407,False,0.21679553401729165
318,0,[25.03589939 44.11459687],10.86190250154141,False,0.3149173447685662
319,0,[25.09591135 43.68977275],11.135908785126155,False,0.4290419259374288
320,0,[25.16811668 43.52124929],11.400370802830148,False,0.1833405731728864
321,0,[25.24969672 43.1213846 ],11.196831370848281,False,0.4081017881930491
322,0,[25.23715789 42.69662442],10.966063074162113,False,0.4249452114709067
323,0,[25.25033546 42.62363311],11.174186452972569,False,0.0741712842165508
324,0,[25.19574016 42.46986649],10.654405058886042,False,0.1631711410962566
325,0,[24.96415979 42.02735243],10.513438251962416,False,0.49944786075573866
326,0,[24.94951994 41.71409041],10.948874732131403,False,0.31360391756065986
327,0,[25.01612842 41.52305562],11.331065526981341,False,0.20231406591506723
328,0,[25.13151919 41.05099422],11.23531335571423,False,0.4859598598905708
329,0,[25.16176661 40.92796705],11.236652434427665,False,0.1266909325347498
330,0,[25.2181108  40.87354422],11.798316632848223,False,0.07833589299194628
331,0,[25.22184246 40.84912874],11.14724034045076,False,0.024699007230763556
332,0,[25.32565845 40.4934218 ],11.279544916752108,False,0.3705471395445447
333,0,[25.35113729 40.34539153],11.166023312776684,False,0.1502069712069282
334,0,[25.53412881 39.98573858],11.466237312765875,False,0.40352960640108015
335,0,[25.52474107 39.95027471],10.73679686272427,False,0.03668535789831266
336,0,[25.47686595 39.45236504],10.89971675965377,False,0.500206018900314
337,0,[25.46620569 39.29324208],10.928680341957422,False,0.15947964703544437
338,0,[25.49077975 39.22090963],11.323077751632647,False,0.07639285740304776
339,0,[25.54139336 39.17672727],11.848711722595318,False,0.06718495391644677
340,0,[25.5753548  39.12790704],11.603369872503412,False,0.05947095568508225
341,0,[25.57625424 39.11850876],11.09098671926359,False,0.009441218617914554
342,0,[25.49284141 38.8574785 ],10.686277463964986,False,0.2740337488936208
343,0,[25.53126716 38.63331803],11.165344914418121,False,0.2274301136335018
344,0,[25.602545   38.57626558],11.891371564131571,False,0.09129902946718661
345,0,[25.76644832 38.54946452],12.404287537702643,False,0.16608008823004863
346,0,[25.77001837 38.55224815],13.228622359846147,False,0.004527021821991809
347,0,[25.89430361 38.72562907],13.515232480446459,False,0.2133254863997533
348,0,[25.99795092 38.77944028],13.045241150581928,False,0.11678360738497326
349,0,[26.43827894 39.08276401],13.16957990154157,False,0.53469061306989
350,0,[26.88717339 39.28964784],12.998230580187295,False,0.4942743631965045
351,0,[26.91469535 39.35965202],13.762581930284112,False,0.07521996065230374
352,0,[26.90150726 39.39047655],14.541443892001272,False,0.03352726172167472
353,0,[26.7891484  39.48534754],15.006754410562571,False,0.14705447602503013
354,0,[26.72695952 39.48928432],15.64474390862658,False,0.06231336464595282
355,0,[26.62775712 39.55029638],15.156568393916666,False,0.11646281172674773
356,0,[26.14038016 39.79144331],15.248496159554694,False,0.5437721373538339
357,0,[26.12101745 39.83341486],14.569402463948343,False,0.04622256628342539
358,0,[25.85316487 40.37851208],14.593898795547197,False,0.6073516184832575
359,0,[25.73755636 40.76644009],14.426801990888023,False,0.40478817543672685
360,0,[25.64825274 41.29596007],14.304244857709705,False,0.5369977156333847
361,0,[25.60494984 41.85509064],14.21445950391449,False,0.5608048985979698
362,0,[25.70990739 42.1518131 ],13.797179295937745,False,0.31473847518595316
363,0,[25.69888666 42.34309268],14.194719166132414,False,0.19159679539625002
364,0,[25.56737331 42.53392466],14.740579110275764,False,0.23175980311591715
365,0,[25.47507747 42.58128925],15.233825598826158,False,0.1037397091929132
366,0,[25.18435695 42.86567767],14.933574913733734,False,0.40668808156350017
367,0,[25.18044168 42.86700333],15.381491985055975,False,0.004133604224349936
368,0,[24.67998125 42.97399381],15.49734957806503,False,0.5117690979293391
369,0,[24.45932391 42.90878107],15.995321947596661,False,0.23009207097214768
370,0,[24.43624034 42.86519591],16.791697716474477,False,0.04932055546432736
371,0,[24.35094428 42.45734638],17.072594953512052,False,0.41667333090367653
372,0,[24.40758747 42.09686123],17.434615696916826,False,0.36490819648296113
373,0,[24.40830383 42.09441661],17.56381404053353,False,0.002547414498671386
374,0,[24.43289838 42.01458026],17.577596226588742,False,0.08353882048452697
375,0,[24.42858042 42.00769836],16.718410098261636,False,0.008124363052712922
376,0,[24.25840478 41.57714632],16.902354839622483,False,0.46296307743007414
377,0,[24.24176624 41.49210575],17.085546237313554,False,0.08665298610082911
378,0,[24.31571032 41.32945302],17.705443241930247,False,0.17867186411603408
379,0,[24.55679526 40.83833873],17.735095709080426,False,0.5470970647591558
